event_id,mortality_signal
21313725523,0
21313725537,0
21313725545,0
21335177770,0
21335177786,0
21335177799,0
21373097546,0
21373097554,0
21373097560,0
21551806723,0
21599539568,0
21599539569,0
21517098679,0
21517098700,0
21517098707,0
21551806772,0
21551806793,0
21551806821,0
21599539578,0
21599539585,0
21599539588,0
21681782385,0
21681782387,0
21681782390,0
21787139362,0
21787139366,0
21787139371,0
21787139379,0
21787139390,0
21787139410,0
21859718336,0
21859718346,0
21859718362,0
21890900361,0
21890900368,0
21890900382,0
21954780647,0
21954780655,0
21954780666,0
22034920065,0
22034920084,0
22034920104,0
22367978838,0
22367978848,0
22367978861,0
22574770779,0
22574770791,0
22574770810,0
24885888700,0
24885888701,0
24885888702,0
24793389813,0
24793389825,0
24793389833,0
24793389846,0
24793389857,0
24793389871,0
24885888703,0
24885888704,0
24885888707,0
25434268878,0
25434268886,0
25434268962,0
21313725524,0
21313725538,0
21313725546,0
21566633693,0
21566633694,0
21566633695,0
21632060579,0
21632060583,0
21632060588,0
21632060592,0
21632060597,0
21632060603,0
21697560530,0
21697560534,0
21697560542,0
21799719740,0
21697560573,0
21697560591,0
21799719742,0
21799719744,0
21799719748,0
22335556332,0
22335556333,0
22335556334,0
22018446646,0
22018446650,0
22018446656,0
22335556337,0
22335556341,0
22335556343,0
23119367581,0
23119367582,0
23119367584,0
23119367587,0
23119367589,0
23119367593,0
23213804120,0
23213804124,0
23213804138,0
23503662695,0
23503662707,0
23503662733,0
24793389817,0
24793389829,0
24793389834,0
21313725525,0
21313725539,0
21313725547,0
21335177771,0
21335177787,0
21335177800,0
21526243606,0
21526243607,0
21526243608,0
21517098645,0
21517098661,0
21517098680,0
21526243619,0
21526243623,0
21526243632,0
21632060585,0
21632060586,0
21632060589,0
21632060593,0
21566633717,0
21632060598,0
21632060604,0
21697560531,0
21697560535,0
21632060630,0
21697560546,0
21697560557,0
21697560574,0
21787139391,0
21787139411,0
21787139430,0
21787139436,0
21909230181,0
21909230189,0
22608077364,0
22608077365,0
22608077366,0
22608077367,0
22608077368,0
22608077369,0
22608077370,0
22608077371,0
22608077372,0
23503662694,0
23503662699,0
23503662734,0
24793389818,0
24793389826,0
24793389836,0
24793389847,0
24793389858,0
24793389872,0
21335177734,0
21335177760,0
21335177778,0
21357856360,0
21357856368,0
21357856376,0
21517098616,0
21517098622,0
21517098634,0
21517098650,0
21517098666,0
21517098684,0
21551806739,0
21551806760,0
21551806775,0
21566633706,0
21566633709,0
21566633714,0
21632060595,0
21632060599,0
21632060607,0
21632060615,0
21632060623,0
21632060633,0
21697560551,0
21697560562,0
21697560581,0
21890900371,0
21890900385,0
21890900397,0
22018446642,0
22018446651,0
22018446657,0
23213804112,0
23213804113,0
23213804114,0
23213804115,0
23213804116,0
23213804117,0
24793389814,0
24793389815,0
24793389816,0
24793389827,0
24793389839,0
24793389850,0
24793389861,0
24793389875,0
24793389881,0
24885888705,0
24885888708,0
24885888711,0
25434268866,0
25434268869,0
25434268879,0
25649052117,0
25649052123,0
25649052138,0
21335177726,0
21313725529,0
21357856343,0
21357856349,0
21335177774,0
21335177790,0
21357856366,0
21357856374,0
21517098615,0
21517098621,0
21439409197,0
21439409208,0
21517098664,0
21517098683,0
21526243624,0
21577620848,0
21551806795,0
21551806822,0
21577620853,0
21577620862,0
21664120440,0
21664120445,0
21697560532,0
21697560536,0
21664120457,0
21664120466,0
21697560560,0
21697560578,0
21787139392,0
21787139414,0
21859718337,0
21859718347,0
21859718363,0
21859718379,0
21909230174,0
21909230178,0
21909230183,0
21909230191,0
22034920042,0
22034920053,0
22034920068,0
22034920087,0
22574770759,0
22574770762,0
22574770773,0
22574770818,0
23168807770,0
23168807771,0
23054196940,0
23054196984,0
23276541537,0
23276541542,0
23276541549,0
23276541577,0
23503662700,0
23503662735,0
24793389838,0
24793389849,0
24793389860,0
24793389874,0
25253921238,0
25253921244,0
25253921247,0
25253921251,0
25253921257,0
25253921261,0
25253921265,0
25253921269,0
25253921272,0
25358411545,0
25358411548,0
25358411552,0
25358411555,0
25358411558,0
25358411563,0
25358411565,0
25358411569,0
25386445305,0
25386445308,0
25386445312,0
25386445316,0
25386445320,0
25386445322,0
25434268887,0
25434268894,0
25434268899,0
25434268900,0
25434268903,0
25434268906,0
25434268908,0
25434268913,0
25434268918,0
25434268923,0
25434268928,0
25434268933,0
25434268937,0
25434268941,0
25434268945,0
25434268948,0
25501552310,0
25501552313,0
25501552315,0
25501552316,0
25989686383,0
25989686385,0
25882162700,0
25882162718,0
26533471749,0
26533471752,0
26533471758,0
26533471765,0
26662217265,0
26662217277,0
26725039672,0
26725039686,0
27166273099,0
27166273123,0
25253921239,0
25253921245,0
25253921248,0
25253921252,0
25253921258,0
25253921262,0
25253921266,0
25253921270,0
25253921273,0
25253921275,0
25253921278,0
25358411546,0
25358411549,0
25358411553,0
25358411556,0
25358411559,0
25358411562,0
25358411564,0
25358411566,0
25386445315,0
25386445317,1
25434268895,1
25434268897,1
25434268909,1
25434268914,1
25434268919,1
25434268924,1
25434268929,1
25434268938,1
25434268942,1
25434268946,1
26384270460,1
26384270461,1
26384270462,1
26384270463,1
26463814771,1
26463814780,1
25253921240,0
25253921246,0
25253921249,0
25253921253,0
25253921259,0
25253921263,0
25253921267,0
25253921271,0
25253921274,0
25253921276,0
25253921279,0
25253921280,0
25358411550,0
25358411554,0
25358411557,0
25358411560,0
25386445304,0
25386445309,0
25434268910,0
25434268915,0
25434268921,0
25434268925,0
25434268930,0
25434268934,0
25882162670,0
25882162671,0
25882162673,0
25882162676,0
26662217257,0
26662217259,0
27166273055,0
27166273056,0
27166273124,0
25253921250,1
25253921260,1
25358411541,1
25358411542,1
25358411543,1
25358411544,1
25358411547,1
25358411551,1
25386445306,1
25386445311,1
25386445314,1
25386445319,1
25434268888,1
25434268896,1
25434268898,1
25434268902,1
25434268905,1
25434268912,1
25434268917,1
25434268922,1
25434268927,1
25434268932,1
25434268936,1
25434268940,1
25434268944,1
25501552307,1
25501552308,1
25501552309,1
25501552312,1
25882162674,1
25882162677,1
26463814772,1
26463814775,1
26662217266,1
26662217278,1
27166273072,1
27166273085,1
25253921237,0
25434268873,0
25253921254,0
25253921264,1
25434268889,1
25434268950,1
25700295754,1
25649052132,1
25700295761,1
25700295769,1
25700295780,1
25700295788,1
25882162692,1
25882162702,1
25989686389,1
25989686392,1
25989686397,1
25989686402,1
25989686405,1
25989686412,1
26352675848,1
26352675849,1
26602609918,1
26602609919,1
26602609920,1
26602609921,1
26662217261,1
26662217262,1
25253921236,0
25434268874,0
25253921277,0
25434268890,1
25434268951,1
25649052125,1
25700295756,1
25700295762,1
25700295770,1
25700295781,1
25882162685,1
25882162693,1
25882162703,1
25882162710,1
25989686390,1
25989686393,1
25989686398,1
25989686403,1
25989686406,1
25989686413,1
25989686423,1
25989686429,1
26167829740,1
26167829743,1
26463814776,1
26463814778,1
26384270469,1
26384270472,1
26489408411,1
26489408412,1
26489408416,1
26489408418,1
26602609922,1
26602609923,1
26601063474,1
26601063476,1
26662217263,1
26662217268,1
26662217272,1
26662217279,1
26972452408,1
26972452409,1
26972452410,1
26972452412,1
26972452413,1
26972452417,1
27188748905,1
27188748906,1
27188748910,1
27188748912,1
27188748913,1
27188748916,1
27219985216,1
27219985219,1
25649052114,0
25358411561,0
25649052120,0
25649052122,0
25434268960,0
25649052129,0
25649052136,0
25649052141,0
25700295775,0
25882162679,0
25882162689,0
25882162697,0
25882162706,0
25930755454,0
25930755459,0
25930755463,0
25930755469,0
25942650612,0
25942650615,0
26089801680,0
26089801682,0
26089801685,0
26089801689,0
26167829744,0
26167829745,0
26352675857,0
26352675862,0
26384270470,0
26384270474,0
26384270476,0
26489408413,0
26489408419,0
26533471762,0
26533471766,0
26662217270,0
26662217274,0
26601063493,0
25253921235,0
25253921242,0
25358411540,0
25253921268,0
25386445325,0
25434268952,0
25649052126,0
25649052133,0
25700295763,0
25700295771,0
25700295779,0
25700295782,0
25253921256,0
25386445303,0
25386445326,0
25434268953,0
25649052134,0
25649052140,0
25700295772,0
25700295783,0
25882162687,0
25700295791,0
25882162695,0
25882162701,0
25930755458,0
25930755462,0
25930755467,0
25930755474,0
25989686408,0
25989686415,0
26089801681,0
25989686428,0
26089801683,0
26089801687,0
26352675851,0
26352675855,0
26352675860,0
26352675863,0
26384270473,0
26384270475,0
26463814783,0
26463814785,0
26725039668,0
26696776118,0
26725039670,0
26696776149,0
26725039680,0
26725039687,0
26782877218,0
26972452418,0
26972452422,0
27166273100,0
27166273104,0
27166273110,0
27166273113,0
27188748917,0
27188748926,0
27219985220,0
27219985226,0
27219985233,0
27219985237,0
27318526855,0
27507217591,0
27507217600,0
27507217603,0
27507217611,0
28738981606,0
25386445301,0
25253921255,0
25434268881,0
25434268891,0
25434268954,0
25649052127,0
25649052135,0
25700295764,0
25700295773,0
25882162678,0
25882162688,0
25882162696,0
25882162705,0
25882162709,0
25882162712,0
25942650602,0
25942650606,0
25930755465,0
25930755468,0
25942650611,0
25942650614,0
25989686416,0
25989686425,0
26089801684,0
26089801688,0
26352675852,0
26352675856,0
26352675859,0
26352675861,0
26417071487,0
26533471750,0
26463814784,0
26463814786,0
26533471756,0
26533471759,0
26602609924,0
26602609927,0
26662217269,0
26662217273,0
26662217280,0
26662217284,0
26725039671,0
26725039673,0
26782877212,0
26782877214,0
27166273096,0
27166273101,0
25253921241,1
25649052113,1
25649052119,1
25649052128,1
25989686381,1
25434268880,0
25434268892,0
25434268955,0
25649052130,0
25700295765,0
25700295776,0
25882162680,0
25882162690,0
25700295789,0
25882162698,0
25882162707,0
25882162713,0
25942650603,0
25942650607,0
25942650609,0
25942650613,0
25989686409,0
25989686417,0
25989686426,0
25989686427,0
26089801686,0
25434268882,0
25434268893,0
25434268956,0
25434268963,0
25649052131,0
25649052137,0
25700295766,0
25700295777,0
25989686387,0
25989686391,0
25989686394,0
25989686399,0
25989686404,0
25989686410,0
25989686418,0
26463814770,0
25989686431,0
26463814773,0
26463814774,0
26489408408,0
26489408414,0
25649052116,0
25649052121,0
25700295753,0
25700295755,0
25700295758,0
25700295768,0
25882162675,0
25882162681,0
25882162691,0
25700295790,0
25942650600,0
25942650601,0
25942650604,0
25942650605,0
25942650608,0
25942650610,0
26089801678,0
26089801679,0
26352675850,0
26352675854,0
26463814777,0
26463814779,0
26489408409,0
26489408410,0
26463814787,0
26463814788,0
26533471761,0
26489408421,0
26602609925,0
26489408423,0
26533471767,0
26601063486,0
25358411567,0
25358411568,0
25358411570,0
25358411571,0
25358411572,1
25386445310,1
25386445313,1
25386445318,1
25386445321,1
25386445323,1
25386445324,1
25386445327,1
25386445328,1
25434268901,1
25434268904,1
25434268907,1
25434268911,1
25434268916,1
25434268920,1
25434268926,1
25434268931,1
25434268935,1
25434268939,1
25434268943,1
25434268947,1
25434268949,1
25434268961,1
25501552311,1
25501552314,1
25700295757,0
25700295767,0
25649052142,0
25700295778,0
25700295784,0
25882162699,0
25882162708,0
25882162714,0
25930755460,0
25930755464,0
25930755470,0
25930755475,0
25989686411,0
25989686419,0
26167829738,0
26167829741,0
26352675853,0
26352675858,0
26533471751,0
26533471753,0
26533471755,0
26533471757,0
26533471760,0
26533471763,0
26602609928,0
26602609930,0
26601063478,0
26601063480,0
26696776110,0
26696776111,0
26696776125,0
26696776131,0
26725039674,0
26725039675,0
26782877213,0
26782877215,0
26782877216,0
26782877219,0
26972452414,0
26972452419,0
27219985206,0
27219985207,0
27219985208,0
27219985211,0
27219985213,0
27219985217,0
27219985221,0
27219985227,0
27507217590,0
27507217592,0
28105034863,0
28105034864,0
28105034866,0
28105034868,0
29275834781,0
29275834782,0
29465046199,0
29275834783,0
29465046200,0
29275834784,0
29275834785,0
29275834787,0
21313725510,0
21313725527,0
21335177741,0
21335177754,0
21335177773,0
21335177789,0
21439409153,0
21439409160,0
21439409168,0
21439409184,0
21517098631,0
21517098646,0
21517098662,0
21517098681,0
21551806737,0
21551806757,0
21566633701,0
21566633704,0
21566633708,0
21566633713,0
21632060605,0
21632060613,0
21632060620,0
21632060631,0
21681782401,0
21681782407,0
21697560576,0
21697560592,0
21787139412,0
21787139431,0
21890900369,0
21890900383,0
21954780648,0
21954780651,0
21954780656,0
21954780667,0
22034920066,0
22034920085,0
22542227897,0
22542227899,0
22542227901,0
22542227905,0
22574770772,0
22574770780,0
22574770792,0
22574770811,0
22574770830,0
22574770840,0
22688507736,0
22688507749,0
22703012961,0
22703012962,0
22703012963,0
22703012971,0
23213804118,0
23213804119,0
23213804122,0
23213804137,0
23336425565,0
23336425578,0
23570158524,0
23570158539,0
24793389837,0
24793389848,0
24793389859,0
24793389873,0
21313725514,0
21313725532,0
21335177744,0
21335177757,0
21335177775,0
21335177792,0
21429635540,0
21429635542,0
21429635543,0
21429635545,0
21517098648,0
21517098665,0
21526243616,0
21526243620,0
21526243626,0
21526243634,0
21551806797,0
21551806824,0
21577620854,0
21577620863,0
21599539589,0
21599539595,0
21621931893,0
21621931895,0
21697560543,0
21697560550,0
21697560561,0
21697560580,0
21859718331,0
21859718333,0
21859718338,0
21859718348,0
21859718364,0
21859718380,0
21909230175,0
21909230179,0
21909230184,0
21909230192,0
21954780657,0
21954780668,0
22034920069,0
22367978828,0
22367978840,0
22503128721,0
22503128725,0
22688507718,0
22688507720,0
22688507728,0
22688507768,0
23054196941,0
23054196985,0
23168807782,0
23168807808,0
23276541550,0
23276541578,0
23383318046,0
23383318062,0
21313725515,0
21313725533,0
21335177745,0
21335177758,0
21335177776,0
21335177793,0
21439409170,0
21439409186,0
21517098633,0
21517098649,0
21551806729,0
21551806759,0
21599539570,0
21599539571,0
21599539574,0
21599539580,0
21608137588,0
21608137598,0
21608137607,0
21608137616,0
21681782395,0
21681782402,0
22034920030,0
22034920043,0
22034920054,0
22034920070,0
22034920088,0
22034920105,0
22341910581,0
22341910593,0
22542227906,0
22542227919,0
22542228811,0
22542228814,0
22574770812,0
22574770831,0
22623902533,0
22623902534,0
22623902538,0
22623902542,0
22688507750,0
22688507761,0
23276541534,0
23276541541,0
23276541547,0
23276541569,0
23570158505,0
23570158510,0
23570158513,0
23570158525,0
21335177727,0
21335177736,0
21335177748,0
21335177761,0
21357856352,0
21357856361,0
21517098652,0
21517098667,0
21517098686,0
21517098701,0
21551806761,0
21551806776,0
21599539572,0
21599539575,0
21577620855,0
21577620864,0
21599539591,0
21599539596,0
21621931894,0
21621931896,0
21664120459,0
21664120468,0
21697560563,0
21787139382,0
21890900351,0
21890900353,0
21890900358,0
21890900363,0
21890900372,0
21890900386,0
21909230185,0
21909230193,0
22034920044,0
22034920057,0
22367978825,0
22367978829,0
22367978835,0
22367978842,0
22367978850,0
22367978864,0
22503128731,0
22503128740,0
22542228809,0
22542228812,0
22574770793,0
22574770813,0
22597278313,0
22597278319,0
22608077380,0
22608077389,0
22688507737,0
22688507751,0
22688507762,0
22688507771,0
23570158503,0
23570158506,0
23570158511,0
23570158514,0
23570158526,0
23570158540,0
21335177728,0
21335177737,0
21335177749,0
21335177762,0
21357856353,0
21357856362,0
21357856369,0
21357856377,0
21517098624,0
21517098635,0
21517098687,0
21517098702,0
21526243627,0
21526243635,0
21551806799,0
21551806826,0
21577620856,0
21577620865,0
21599539592,0
21599539597,0
21697560533,0
21697560537,0
21697560544,0
21697560552,0
21787139373,0
21787139383,0
21787139395,0
21787139417,0
21859718341,0
21859718367,0
21890900387,0
21890900398,0
22034920032,0
22034920045,0
22034920073,0
22034920091,0
22367978836,0
22367978843,0
22367978851,0
22367978865,0
22688507722,0
22688507723,0
22688507729,0
22688507769,0
23054196943,0
23054196986,0
23168807783,0
23168807809,0
23276541551,0
23276541579,0
23383318047,0
23383318063,0
21373097542,0
21373097550,0
21517098617,0
21517098625,0
21439409199,0
21439409210,0
21517098668,0
21517098688,0
21551806740,0
21551806762,0
21551806777,0
21551806800,0
21608137581,0
21608137584,0
21608137589,0
21608137599,0
21608137608,0
21608137617,0
21681782391,0
21681782397,0
21697560553,0
21697560564,0
21787139384,0
21787139396,0
21787139418,0
21787139433,0
21859718351,0
21859718368,0
21859718381,0
21859718388,0
22034920058,0
22034920074,0
22034920092,0
22034920106,0
22341910582,0
22341910594,0
22542227909,0
22542227922,0
22574770781,0
22574770794,0
22574770814,0
22574770832,0
22688507724,0
22688507726,0
22688507738,0
22688507752,0
22688507763,0
22688507772,0
22703012964,0
22703012972,0
23119367590,0
23119367603,0
23336425566,0
23336425579,0
23570158512,0
23570158515,0
23570158527,0
23570158541,0
24779691305,0
24779691314,0
24779691320,0
24779691327,0
24793389862,0
24793389876,0
21373097543,0
21373097551,0
21439409171,0
21439409187,0
21517098636,0
21517098653,0
21517098689,0
21517098703,0
21526243628,0
21526243636,0
21664120441,0
21664120446,0
21664120449,0
21664120453,0
21664120460,0
21664120469,0
21697560565,0
21697560595,0
21799719743,0
21799719749,0
21859718369,0
21859718382,0
21890900373,0
21890900388,0
22034920026,0
22034920033,0
21954780660,0
21954780669,0
22034920075,0
22034920093,0
22367978852,0
22367978866,0
22542227923,0
22542227932,0
22574770795,0
22574770815,0
22574770833,0
22574770841,0
22608077381,0
22608077390,0
22688507739,0
22688507753,0
22688507764,0
22688507773,0
22703012965,0
22703012973,0
23119367591,0
23119367604,0
23570158499,0
23570158501,0
23570158507,0
23570158516,0
21439409155,0
21439409162,0
21439409173,0
21439409189,0
21517098637,0
21517098654,0
21551806726,0
21551806730,0
21551806742,0
21551806779,0
21551806802,0
21664120439,0
21664120442,0
21664120450,0
21664120454,0
21664120461,0
21664120470,0
21697560567,0
21697560583,0
21787139397,0
21787139420,0
23054196908,0
23054196909,0
21859718371,0
21859718384,0
23054196910,0
23054196974,0
23276541536,0
23276541540,0
23276541548,0
23276541568,0
23570158508,0
23570158517,0
23570158523,0
23570158542,0
24793389819,0
24793389828,0
24779691321,0
24779691328,0
24793389863,0
24793389877,0
24848598838,0
24848598844,0
24885888709,0
24885888712,0
25649052111,0
25649052112,0
25649052115,0
25649052118,0
25649052124,0
25649052139,0
25882162684,0
25882162717,0
21439409156,0
21439409163,0
21439409174,0
21439409190,0
21517098670,0
21517098691,0
21566633697,0
21566633700,0
21551806780,0
21551806803,0
21599539576,0
21599539582,0
21608137591,0
21608137601,0
21608137610,0
21608137619,0
21632060626,0
21632060635,0
21681782404,0
21681782408,0
21787139385,0
21787139398,0
21859718353,0
21859718372,0
21890900374,0
21890900390,0
21909230186,0
21909230194,0
21954780661,0
21954780670,0
22542227894,0
22542227895,0
22688507717,0
22688507719,0
22542227911,0
22542227924,0
23276541538,0
23276541543,0
23336425562,0
23336425569,0
23503663029,0
23503663031,0
23503663036,0
23503663049,0
21439409157,0
21439409164,0
21439409175,0
21439409191,0
21439409201,0
21439409212,0
21517098671,0
21517098692,0
21551806781,0
21551806804,0
21599539577,0
21599539583,0
21621931889,0
21621931891,0
21681782386,0
21681782392,0
21681782398,0
21681782405,0
21859718324,0
21859718327,0
21787139399,0
21787139421,0
21859718354,0
21859718373,0
21909230172,0
21909230195,0
22034920047,0
22034920076,0
22034920095,0
22034920108,0
22574770757,0
22574770760,0
22574770763,0
22574770765,0
22574770768,0
22574770819,0
22688507730,0
22688507770,0
